10.0,165
10.02,160
10.04,110
10.06,135
10.08,210
10.1,205
10.12,200
10.14,175
10.16,210
10.18,145
10.2,220
10.22,240
10.24,190
10.26,200
10.28,200
10.3,215
10.32,150
10.34,160
10.36,235
10.38,190
10.4,135
10.42,170
10.44,190
10.46,190
10.48,210
10.5,205
10.52,200
10.54,205
10.56,170
10.58,210
10.6,180
10.62,155
10.64,140
10.66,160
10.68,165
10.7,200
10.72,155
10.74,195
10.76,220
10.78,205
10.8,205
10.82,270
10.84,170
10.86,185
10.88,240
10.9,150
10.92,195
10.94,255
10.96,235
10.98,215
11.0,210
11.02,170
11.04,150
11.06,235
11.08,175
11.1,170
11.12,195
11.14,125
11.16,180
11.18,215
11.2,220
11.22,160
11.24,145
11.26,180
11.28,170
11.3,270
11.32,195
11.34,195
11.36,175
11.38,180
11.4,230
11.42,190
11.44,170
11.46,235
11.48,195
11.5,200
11.52,190
11.54,220
11.56,180
11.58,195
11.6,170
11.62,240
11.64,210
11.66,230
11.68,190
11.7,195
11.72,210
11.74,175
11.76,180
11.78,210
11.8,145
11.82,200
11.84,165
11.86,170
11.88,210
11.9,215
11.92,295
11.94,205
11.96,250
11.98,220
12.0,205
12.02,225
12.04,200
12.06,210
12.08,225
12.1,210
12.12,195
12.14,150
12.16,250
12.18,175
12.2,235
12.22,230
12.24,150
12.26,180
12.28,210
12.3,190
12.32,260
12.34,195
12.36,190
12.38,230
12.4,210
12.42,220
12.44,260
12.46,200
12.48,205
12.5,210
12.52,175
12.54,190
12.56,210
12.58,275
12.6,205
12.62,215
12.64,275
12.66,245
12.68,165
12.7,215
12.72,165
12.74,220
12.76,210
12.78,325
12.8,185
12.82,190
12.84,270
12.86,170
12.88,185
12.9,210
12.92,190
12.94,240
12.96,175
12.98,210
13.0,245
13.02,200
13.04,215
13.06,195
13.08,190
13.1,245
13.12,235
13.14,240
13.16,190
13.18,130
13.2,235
13.22,230
13.24,195
13.26,255
13.28,200
13.3,230
13.32,210
13.34,175
13.36,240
13.38,225
13.4,180
13.42,220
13.44,205
13.46,175
13.48,150
13.5,185
13.52,155
13.54,235
13.56,245
13.58,170
13.6,235
13.62,260
13.64,230
13.66,240
13.68,215
13.7,205
13.72,240
13.74,280
13.76,205
13.78,185
13.8,215
13.82,245
13.84,240
13.86,205
13.88,205
13.9,175
13.92,175
13.94,175
13.96,235
13.98,245
14.0,210
14.02,185
14.04,210
14.06,265
14.08,215
14.1,320
14.12,260
14.14,185
14.16,235
14.18,145
14.2,220
14.22,220
14.24,250
14.26,180
14.28,265
14.3,245
14.32,185
14.34,230
14.36,225
14.38,265
14.4,285
14.42,205
14.44,205
14.46,255
14.48,240
14.5,250
14.52,250
14.54,195
14.56,265
14.58,210
14.6,200
14.62,235
14.64,250
14.66,190
14.68,240
14.7,150
14.72,280
14.74,235
14.76,230
14.78,225
14.8,260
14.82,270
14.84,245
14.86,255
14.88,250
14.9,210
14.92,175
14.94,245
14.96,240
14.98,250
15.0,175
15.02,250
15.04,205
15.06,260
15.08,265
15.1,260
15.12,215
15.14,240
15.16,215
15.18,255
15.2,210
15.22,310
15.24,275
15.26,230
15.28,215
15.3,230
15.32,250
15.34,220
15.36,295
15.38,200
15.4,230
15.42,200
15.44,255
15.46,220
15.48,190
15.5,250
15.52,300
15.54,270
15.56,230
15.58,280
15.6,265
15.62,220
15.64,285
15.66,215
15.68,285
15.7,235
15.72,240
15.74,215
15.76,245
15.78,235
15.8,195
15.82,260
15.84,245
15.86,275
15.88,245
15.9,250
15.92,200
15.94,230
15.96,205
15.98,180
16.0,260
16.02,265
16.04,275
16.06,230
16.08,260
16.1,265
16.12,230
16.14,235
16.16,235
16.18,235
16.2,280
16.22,220
16.24,310
16.26,295
16.28,255
16.3,260
16.32,245
16.34,255
16.36,240
16.38,260
16.4,235
16.42,290
16.44,240
16.46,180
16.48,285
16.5,270
16.52,245
16.54,250
16.56,265
16.58,260
16.6,210
16.62,240
16.64,280
16.66,275
16.68,200
16.7,235
16.72,290
16.74,295
16.76,280
16.78,285
16.8,315
16.82,280
16.84,280
16.86,365
16.88,255
16.9,250
16.92,235
16.94,245
16.96,235
16.98,290
17.0,225
17.02,265
17.04,295
17.06,235
17.08,260
17.1,260
17.12,310
17.14,235
17.16,250
17.18,235
17.2,250
17.22,225
17.24,255
17.26,290
17.28,280
17.3,270
17.32,275
17.34,270
17.36,270
17.38,250
17.4,285
17.42,315
17.44,245
17.46,320
17.48,240
17.5,250
17.52,310
17.54,250
17.56,305
17.58,175
17.6,290
17.62,270
17.64,300
